cab,cw,cm,LAI,cp,cbc,car,anth
23.38291654,0.011133098,0.004714997,4.03391943,,,7.783100157,1.119296694
34.15832998,0.028863234,0.006325732,4.786272706,,,10.27035766,0.886285221
34.33116607,0.011506683,0.004439769,3.628286378,,,10.23971672,1.369183855
26.89323205,0.011373666,0.004841252,6.532131288,,,9.02160919,1.265909915
23.01787873,0.018610293,0.005263282,4.026282719,,,8.763146969,1.927888973
57.54689456,0.014970774,0.007006,2.30698446,,,11.29377666,1.626039298
33.00085676,0.006795636,0.003210515,6.208359191,,,9.358201154,1.677655851
27.73995481,0.010191321,0.003509931,4.881450113,,,8.871717187,1.297684006
38.02345736,0.01073516,0.003666325,2.97175,,,10.30480142,1.4154789
24.48262588,0.007444387,0.00425538,0.622723689,,,7.596770144,1.012375351
30.6734715,0.01864833,0.00316043,3.239404196,,,9.307175197,1.178081749
41.41673432,0.013087512,0.002226038,0.783708333,,,9.390030539,0.866319775
27.51493805,0.009111668,0.007297636,4.514030664,,,7.522607527,0.832699138
22.78447745,0.011691841,0.004162439,5.988498232,,,7.550791842,0.932514939
26.81828212,0.011016445,0.004490827,5.902418681,,,7.92927479,1.061115099
64.25424732,0.013247251,0.006336368,5.452350822,,,12.07791873,1.882345558
22.77758909,0.008367178,0.004291006,6.788100103,,,8.253987734,1.150381191
26.36957155,0.011565432,0.004211531,3.447947452,,,8.878163772,1.080555306
31.81573445,0.007710378,0.003679552,6.189553148,,,8.574952002,1.220984291
26.07333361,0.018201327,0.005905933,3.862216783,,,9.038706446,0.990815705
23.24947736,0.010872424,0.004674407,4.162609341,,,7.714437561,1.121526233
34.1971874,0.028836325,0.006271662,4.844914541,,,10.26202721,0.895464031
33.94304103,0.011278608,0.004496851,3.742979102,,,10.22549274,1.333486189
26.7517692,0.011424233,0.004863898,6.614648076,,,9.02320769,1.266261348
22.08819256,0.018774879,0.005553694,3.854646322,,,8.61043112,1.897955168
56.28995722,0.01473615,0.007133458,2.457662347,,,11.21007591,1.624923015
32.35728747,0.006458156,0.003170337,6.415076348,,,9.218814645,1.641391023
27.82586906,0.013828316,0.003035487,1.221042466,,,8.126706321,1.14429114
27.03076062,0.010191427,0.003613491,4.898445023,,,8.738374587,1.272339786
35.89534758,0.010614752,0.003833461,2.909333333,,,10.16360424,1.320596283
25.46554281,0.007173245,0.004044528,0.615934616,,,7.932954158,1.056911928
30.23691626,0.017375804,0.003352838,3.745414452,,,9.403072299,1.314061087
38.39620628,0.013116637,0.002250804,1.858291667,,,9.320611597,0.883358995
27.47263906,0.008836698,0.007274612,4.641223112,,,7.4605969,0.826782152
22.15549115,0.011750248,0.004114658,6.049530892,,,7.417211437,0.903617689
26.78099161,0.01091589,0.004425028,6.095308924,,,7.894116418,1.04586834
64.31713517,0.013017303,0.006350483,5.718070938,,,12.12079527,1.903745915
21.98208923,0.00809187,0.004235765,6.963662216,,,8.118327095,1.080355284
26.15394666,0.011589144,0.004198972,3.374735698,,,8.82499384,1.083660955
31.9807988,0.007687798,0.003604456,6.402107714,,,8.5398066,1.207258995
23.60467569,0.018306667,0.005940352,3.701328671,,,8.48502842,0.882696191
23.23273238,0.0106362,0.004591401,4.245654462,,,7.658634632,1.130321739
34.37139092,0.028841033,0.006181524,4.889622426,,,10.27476525,0.915167555
34.00032586,0.011211638,0.004541497,3.871961687,,,10.24798483,1.318675993
26.6635052,0.011533991,0.004869334,6.667871854,,,9.02078859,1.265699963
21.53018624,0.018973836,0.005920084,3.676365636,,,8.497638273,1.854265509
55.00570944,0.014542092,0.007242845,2.584951945,,,11.13476521,1.622620864
31.69506476,0.006420702,0.003136206,6.585409926,,,9.035450267,1.587578697
26.82737177,0.01318351,0.002807821,1.466388594,,,7.869296585,1.086194022
26.49092775,0.010222379,0.003700394,4.909068326,,,8.632615542,1.255527425
34.34598648,0.010542379,0.003894215,2.686,,,10.01381198,1.297708581
26.22679263,0.006893527,0.00365805,0.591835529,,,8.268919891,1.108501901
29.87052536,0.016405152,0.003513632,4.048995804,,,9.465801408,1.43380248
35.5465995,0.013077487,0.002261671,2.621375,,,9.172339029,0.883893027
27.40009407,0.008797266,0.007293179,4.760539755,,,7.385503045,0.823327697
21.44128725,0.011842594,0.004040574,6.060998232,,,7.256390948,0.875269483
26.78900479,0.010888775,0.00434716,6.247818681,,,7.865653066,1.029388765
64.50320011,0.012922384,0.006388674,5.937223549,,,12.16048043,1.937873713
21.40759985,0.007879648,0.004167717,7.079755482,,,7.973892706,1.009288702
25.97170193,0.011644029,0.004147551,3.309820179,,,8.756404545,1.086072531
32.2148271,0.007744092,0.003517896,6.562690531,,,8.478685476,1.195916538
21.04433891,0.018488799,0.005959772,3.460538462,,,7.891821855,0.760114808
23.3326816,0.010424425,0.004465978,4.283054795,,,7.61569137,1.145683212
34.68094053,0.028877358,0.006055319,4.920396359,,,10.30857179,0.945395795
34.50302056,0.011305773,0.004573707,4.015234133,,,10.30719301,1.324753268
26.62844005,0.01170294,0.004857559,6.691802621,,,9.014351889,1.26422576
21.34385976,0.019207164,0.006362453,3.491440661,,,8.424768428,1.796819995
53.69415123,0.0143886,0.007334162,2.688853256,,,11.06784455,1.619132847
31.01418865,0.006683275,0.003108124,6.719359926,,,8.80810802,1.516218871
25.79695715,0.012492485,0.002511179,1.8267071,,,7.582270544,1.019857605
26.12045619,0.010284178,0.00377064,4.913320023,,,8.55444005,1.247246925
33.37537407,0.010518039,0.003848585,2.30175,,,9.855424652,1.346815794
26.76637536,0.006605234,0.003095946,0.550426426,,,8.604667342,1.167145269
29.5742988,0.015736375,0.003642811,4.150148252,,,9.495362523,1.537305928
32.86791398,0.012970062,0.00225864,3.072958333,,,8.945212834,0.867921871
27.29730308,0.008993372,0.007353338,4.871980591,,,7.297325962,0.822335775
20.64186574,0.011968877,0.003940186,6.02290025,,,7.068330377,0.847470322
26.84232167,0.010935098,0.004257222,6.359947951,,,7.843884733,1.011676374
64.81244213,0.012962494,0.006450943,6.109808654,,,12.19697423,1.984728953
21.05412095,0.007730512,0.004086862,7.136379902,,,7.820684567,0.937181443
25.82283736,0.011730087,0.004057267,3.253200895,,,8.672395886,1.087790034
32.51781933,0.00787926,0.003419869,6.6713016,,,8.391588632,1.186956919
18.39232327,0.018747725,0.005964196,3.139846154,,,7.25908675,0.623071557
23.54932502,0.010237099,0.004298139,4.274810339,,,7.585607775,1.167610652
35.12583625,0.028945301,0.005893047,4.937236343,,,10.36344682,0.98614875
35.45112513,0.011561013,0.004593481,4.17279644,,,10.40311726,1.351718012
26.64657375,0.011931081,0.004828573,6.686440379,,,9.003897589,1.261838739
21.52921312,0.019474862,0.006880799,3.299871398,,,8.391821584,1.725618626
52.35528258,0.014275673,0.007407408,2.769366278,,,11.00931395,1.614458962
30.31465912,0.007245874,0.00308609,6.816926348,,,8.536787905,1.427311547
24.7346252,0.011755242,0.002145561,2.301997983,,,7.265628196,0.945281892
25.91934595,0.010376823,0.003824228,4.911200113,,,8.503848113,1.247498284
32.98351035,0.010541733,0.003696573,1.756583333,,,9.688442253,1.467917921
27.08429098,0.006308365,0.002358216,0.491707309,,,8.940196513,1.232842033
29.34823657,0.015369473,0.003740375,4.048871795,,,9.491755644,1.624571431
30.36014974,0.012794361,0.002241711,3.213041667,,,8.639233013,0.835445528
27.16426609,0.009425016,0.007455089,4.975545621,,,7.196065652,0.823806386
19.75722662,0.012129097,0.003813496,5.935236946,,,6.853029722,0.820220206
26.94094223,0.011054861,0.004155215,6.431696734,,,7.828811421,0.992731167
65.24486124,0.013137633,0.006537287,6.235826253,,,12.23027665,2.044311635
20.92165253,0.007644462,0.003993201,7.133535475,,,7.658702678,0.864033509
25.70735295,0.011847318,0.00392812,3.204877845,,,8.572967865,1.088813464
32.88977552,0.008093301,0.003310376,6.727940918,,,8.278516067,1.18038014
23.88266265,0.010074223,0.004087884,4.220921094,,,7.568383847,1.196104058
35.70607807,0.029044861,0.005694708,4.940142376,,,10.43939034,1.03742642
36.84463958,0.011977358,0.004600819,4.344648607,,,10.5357576,1.399570227
26.71790629,0.012218412,0.004782376,6.651785126,,,8.989425689,1.258538899
50.9891035,0.014203311,0.007462584,2.826491013,,,10.95917339,1.60859921
29.59647618,0.0081085,0.003070105,6.878109191,,,8.221489921,1.320856724
51.46765644,0.008318185,0.003516751,6.376976259,,,10.98180525,2.07498738
41.46496643,0.013328134,0.003395575,3.420298985,,,10.83023588,2.131314404
25.88759703,0.010500315,0.00386116,4.902708597,,,8.48083973,1.256281504
29.19233868,0.015304445,0.003806324,3.745166434,,,9.454980773,1.695598988
28.02330676,0.012550385,0.002210883,3.041625,,,8.254399566,0.786463997
27.00098311,0.010092198,0.007598431,5.071234845,,,7.081722115,0.827739529
18.7873699,0.012323256,0.003660502,5.798008321,,,6.610488985,0.793519134
27.0848665,0.011248063,0.004041137,6.46306503,,,7.820433128,0.972553143
65.80045743,0.013447801,0.006647708,6.315276347,,,12.26038771,2.116621758
21.0101946,0.007621499,0.003886733,7.071222201,,,7.48794704,0.789844899
25.6252487,0.011995721,0.00376011,3.16485103,,,8.458120481,1.08914282
33.33069564,0.008386216,0.003189418,6.732608488,,,8.13946778,1.176186199
24.33269448,0.009935796,0.003835212,4.121387061,,,7.564019586,1.231163432
36.421666,0.029176038,0.005460301,4.929114458,,,10.53640237,1.099228805
38.6835639,0.012554807,0.004595721,4.530790635,,,10.70511401,1.468309912
26.84243769,0.012564934,0.004718968,6.587836863,,,8.970936189,1.254326242
23.01495938,0.020113372,0.008145427,2.896800006,,,8.445696902,1.541948325
49.59561398,0.014171516,0.007499689,2.86022746,,,10.91742288,1.601553591
28.85963984,0.009271153,0.003060167,6.902908456,,,7.862214069,1.196854401
41.93836223,0.013473137,0.003453266,3.318243035,,,10.97680047,2.221998474
26.02520942,0.010654653,0.003881433,4.887845475,,,8.485414901,1.273596583
,,,0.322339029,,,,
29.10660513,0.015541293,0.003840658,3.239032168,,,9.385037907,1.7503886
25.85738505,0.012238134,0.002166158,2.558708333,,,7.790712493,0.720977279
26.80745413,0.010994918,0.007783365,5.159048263,,,6.95429535,0.834135204
17.73229557,0.012551353,0.003481205,5.611214375,,,6.340708164,0.767367106
27.27409445,0.011514705,0.00391499,6.45405284,,,7.818749856,0.951142302
66.4792307,0.013892998,0.006782206,6.348158935,,,12.28730739,2.201659324
21.31974715,0.007661623,0.003767459,6.94944008,,,7.308417653,0.714615614
25.57652461,0.012175298,0.003553238,3.133120449,,,8.327853734,1.088778103
33.84057971,0.008758005,0.003056994,6.685304309,,,7.974443772,1.174375097
24.89942051,0.009821818,0.003540124,3.976208238,,,7.572514992,1.272788773
37.27260002,0.029338833,0.005189827,4.90415259,,,10.65448288,1.171555906
40.96789809,0.013293362,0.004578187,4.731222523,,,10.9111865,1.557937068
27.02016793,0.012970647,0.004638349,6.49459559,,,8.948429089,1.249200766
24.31535228,0.020484183,0.008891708,2.685297877,,,8.532519063,1.429479393
48.17481403,0.014180285,0.007518724,2.870575619,,,10.88406241,1.593322106
28.10415008,0.010733832,0.003056277,6.891324142,,,7.458960348,1.05530458
42.55268469,0.013648184,0.003520256,3.21525558,,,11.14606426,2.322921305
26.33218313,0.010839838,0.00388505,4.866610747,,,8.517573626,1.299443523
29.09103591,0.016080015,0.003843377,2.530468998,,,9.281927048,1.788940267
23.86238461,0.011857607,0.002107534,1.764291667,,,7.248171793,0.638985373
26.58367916,0.012133177,0.00800989,5.238985875,,,6.813785357,0.842993412
16.59200364,0.012813387,0.003275604,5.374855107,,,6.043687261,0.741764123
27.5086261,0.011854785,0.003776774,6.404660162,,,7.823761603,0.928498645
67.28118105,0.014473223,0.006940781,6.334474017,,,12.31103571,2.299424331
21.85031019,0.007764832,0.003635378,6.768189112,,,7.120114515,0.638345652
25.56118068,0.012386048,0.003307503,3.109686104,,,8.182167624,1.087719313
